"discente";"ano_ingresso";"ultimo_periodo";"semestre";"semestre_dividido";"ch_cumprida";"ch_cumprida_dividida";"tempo_relativo";"status";"matricula";"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO";"INTRODUÇÃO À INFORMÁTICA";"FUNDAMENTOS DE MATEMÁTICA";"LÓGICA";"TEORIA GERAL DA ADMINISTRAÇÃO";"PROGRAMAÇÃO";"CÁLCULO DIFERENCIAL E INTEGRAL";"TEORIA GERAL DOS SISTEMAS";"PROGRAMAÇÃO ORIENTADA A OBJETOS I";"ESTRUTURA DE DADOS";"ÁLGEBRA LINEAR";"ORGANIZAÇÃO, SISTEMAS E MÉTODOS";"FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO";"PROGRAMAÇÃO WEB";"ARQUITETURA DE COMPUTADORES";"PROBABILIDADE E ESTATÍSTICA";"BANCO DE DADOS";"ENGENHARIA DE SOFTWARE I";"PROGRAMAÇÃO ORIENTADA A OBJETOS II";"SISTEMAS OPERACIONAIS";"PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS";"ENGENHARIA DE SOFTWARE II";"REDES DE COMPUTADORES";"EMPREENDEDORISMO EM INFORMÁTICA";"GESTÃO DE PROJETO DE SOFTWARE";"PROGRAMAÇÃO VISUAL";"MATEMÁTICA FINANCEIRA";"SISTEMAS DE APOIO À DECISÃO";"ÉTICA"
"1abbec856f8abb39bba1c0a3d2c654a8";2010;20132;8;1.0;1830;1.0;1.0;1.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"1ac3deeceb1d11d18327a3da6a5a4bbc";2009;20141;11;1.375;2400;1.3114754098360655;-1.3114754098360655;-1.0;36.0;4.0;1.0;1.0;1.0;1.0;3.0;5.0;1.0;0.0;1.0;4.0;4.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0
"1aeaa547443ad71cc36c0a088676c466";2011;20142;8;1.0;1950;1.0655737704918034;1.0655737704918034;1.0;31.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
"1b0a1f226d8edab660723be20bf2756e";2020;20206;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1b0d0369cae105273cbb8a0c4187e1ac";2012;20161;9;1.125;2340;1.278688524590164;1.278688524590164;1.0;37.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0
"1b1c3941e93b2190c1a171fe0e4209dc";2018;20206;7;0.875;1410;0.7704918032786885;-0.7704918032786885;-1.0;22.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
"1b9017612fd6b46a0ce9994ea0606c5a";2012;20121;1;0.125;120;0.06557377049180328;-0.06557377049180328;-1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1bce9bd267b01d782ab98a3649ee4ca3";2012;20132;4;0.5;870;0.47540983606557374;-0.47540983606557374;-1.0;13.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
"1c0868417581a67e253d6b1501b18bd1";2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1c52fa42762c236c89dab799fb6896b5";2010;20142;10;1.25;1950;1.0655737704918034;-1.0655737704918034;-1.0;30.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;3.0;3.0;1.0;4.0;1.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
"1d2e08bbb3f13c3bceb1678e68c01733";2009;20131;9;1.125;1830;1.0;-1.0;-1.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
"1d57e9b108519a945c035962bb39b2d5";2021;20211;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1d7f244e9cb55412ca1aa9eb87fcd3b8";2012;20172;12;1.5;3030;1.6557377049180328;1.6557377049180328;1.0;47.0;4.0;2.0;1.0;4.0;1.0;1.0;4.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0
"1d8f0943d707d469d8f1e7f8d0cf58af";2021;20222;4;0.5;1080;0.5901639344262295;-0.5901639344262295;-1.0;16.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
"1e0bfb3e75186ee9d21df9da838d1392";2009;20142;12;1.5;3060;1.6721311475409837;-1.6721311475409837;-1.0;47.0;2.0;2.0;3.0;2.0;4.0;0.0;0.0;1.0;8.0;6.0;1.0;3.0;3.0;0.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0
"1e5c1ac9d312d226e1b9f90e26b6fbb1";2016;20181;5;0.625;1410;0.7704918032786885;-0.7704918032786885;-1.0;22.0;1.0;1.0;3.0;1.0;1.0;0.0;1.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
"1ed6777bd6ff4fd393e0b334d519c642";2009;20122;8;1.0;1830;1.0;1.0;1.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"1f8c622b712dcd0ba95f9034b8075d42";2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1fd89088c095dd2f5d69002a06518336";2014;20181;8;1.0;2370;1.2950819672131149;1.2950819672131149;1.0;37.0;1.0;1.0;3.0;1.0;1.0;2.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"20118a0586a8de85cce759d32b085a9e";2019;20191;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"201bad24124293729529fee6500a17d6";2021;20212;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"20f7da9a60c0c2386ee833670a170cce";2010;20152;11;1.375;2460;1.3442622950819672;-1.3442622950819672;-1.0;38.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0
"210894fea683558877263e0b1fbe7d74";2021;20212;2;0.25;480;0.26229508196721313;-0.26229508196721313;-1.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"215c99016cde1dd7d134ce922090ee33";2009;20121;7;0.875;1650;0.9016393442622951;-0.9016393442622951;-1.0;25.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2190f60433fd808a9d2a34c1976145d8";2016;20192;8;1.0;1830;1.0;1.0;1.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"21b5fada55982f45fe8c3a1ba4b71b67";2013;20132;2;0.25;390;0.21311475409836064;-0.21311475409836064;-1.0;6.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"21ee82bdbe4bf5dc81948c1427176fba";2013;20131;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"220443827274e05c52818e0564f4cd3a";2017;20221;6;0.75;810;0.4426229508196721;0.4426229508196721;1.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
"22257466cbca190faa18eacab79d5686";2017;20212;11;1.375;2220;1.2131147540983607;-1.2131147540983607;-1.0;35.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
"22f4aed4a073c5e9515a8669e9c102f3";2019;20222;8;1.0;1620;0.8852459016393442;-0.8852459016393442;-1.0;26.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0
"231f5eb94cb3987e764964ddda669b51";2021;20211;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"24c31dd1589dbd9b2adc4330804efea8";2021;20222;4;0.5;1170;0.639344262295082;-0.639344262295082;-1.0;18.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"24ec9747e20fbfef1f66a014736f7cc0";2014;20181;9;1.125;2610;1.4262295081967213;-1.4262295081967213;-1.0;39.0;5.0;6.0;6.0;6.0;1.0;4.0;0.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0
"24f7af64d251c007cd8a2bc37f36fba1";2020;20221;6;0.75;1560;0.8524590163934426;-0.8524590163934426;-1.0;24.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;0.0;1.0;2.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
"25e9b659371e6bbac592860859a1da8e";2014;20182;10;1.25;3180;1.7377049180327868;1.7377049180327868;1.0;49.0;1.0;1.0;3.0;3.0;1.0;4.0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"264541f001bccd6667b9db3b9734b614";2019;20212;7;0.875;1380;0.7540983606557377;-0.7540983606557377;-1.0;21.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0
"266174c6811faa1fbce72c485efbe60e";2016;20171;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1.0;9.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
"266e39e908562a9b7422f8d09fe8288c";2011;20111;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"27799ca532a0de92eb8ae0fbbb900fc9";2011;20181;14;1.75;4020;2.19672131147541;-2.19672131147541;-1.0;64.0;1.0;3.0;2.0;2.0;1.0;1.0;6.0;1.0;1.0;4.0;2.0;2.0;1.0;1.0;1.0;4.0;3.0;4.0;1.0;3.0;2.0;3.0;5.0;1.0;2.0;1.0;4.0;1.0;1.0
"28f4d4844bd0722523c7d09f804488a0";2016;20222;15;1.875;3000;1.639344262295082;-1.639344262295082;-1.0;46.0;2.0;2.0;3.0;4.0;1.0;3.0;0.0;1.0;3.0;3.0;1.0;4.0;1.0;3.0;1.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0
"2ad3f4ab0fedfcd5091b5fe9aa647caa";2015;20152;2;0.25;480;0.26229508196721313;-0.26229508196721313;-1.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2b9c77ef878cb4c01e5cbfe2affc2d60";2011;20152;10;1.25;2340;1.278688524590164;1.278688524590164;1.0;37.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0
"2bb8e1a98bab2d06620e9a7d4eacdd06";2020;20206;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2bc0984501b73baa91ffefc04c0e43a1";2010;20142;10;1.25;2280;1.2459016393442623;-1.2459016393442623;-1.0;35.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0
"2be23f3db484cc7bf2fa87e1bd9b8e0f";2015;20206;1;0.125;60;0.03278688524590164;0.03278688524590164;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
"2bffce3a76c53f066d14616fdd81d5f8";2016;20172;4;0.5;990;0.5409836065573771;-0.5409836065573771;-1.0;15.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
"2c8d39a514940df8e27b1deb5e5401c2";2018;20222;11;1.375;2370;1.2950819672131149;-1.2950819672131149;-1.0;38.0;1.0;2.0;6.0;1.0;1.0;1.0;0.0;1.0;3.0;1.0;2.0;1.0;1.0;5.0;3.0;1.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
"2cc17dad8740f953dc728250cc9a565f";2009;20122;8;1.0;1950;1.0655737704918034;1.0655737704918034;1.0;31.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"2cc8c29ed36988c21d8a423eb59f0a5b";2014;20142;2;0.25;510;0.2786885245901639;-0.2786885245901639;-1.0;7.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2ce512406be94c28eedad95bfbe1027e";2020;20211;3;0.375;510;0.2786885245901639;-0.2786885245901639;-1.0;8.0;1.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2e1f26ecda8b58e75e1734ae168c303d";2016;20181;5;0.625;1080;0.5901639344262295;-0.5901639344262295;-1.0;16.0;1.0;4.0;2.0;1.0;1.0;3.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2e30632295fc7457e0b0e29437b23597";2021;20222;4;0.5;1230;0.6721311475409836;-0.6721311475409836;-1.0;19.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
"2e5d7a005056e0e9e57f90d187a3f5e7";2021;20222;4;0.5;1020;0.5573770491803278;-0.5573770491803278;-1.0;15.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2f1be920eca7e0e9811728f8b5036b24";2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2f8ec1ac0b5752f76686d4bacb0b0537";2019;20221;8;1.0;1560;0.8524590163934426;-0.8524590163934426;-1.0;23.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;4.0;2.0;1.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
"2fbec2646b6bcb5daa11197a17ee32b7";2012;20172;12;1.5;2730;1.4918032786885247;1.4918032786885247;1.0;42.0;1.0;3.0;1.0;3.0;1.0;2.0;2.0;1.0;2.0;4.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"30997bb8157c07087b76582c0beb384d";2016;20161;1;0.125;420;0.22950819672131148;-0.22950819672131148;-1.0;6.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"320575bd41fb987daa27cca8c8bc92e0";2013;20171;9;1.125;2940;1.6065573770491803;-1.6065573770491803;-1.0;47.0;1.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;5.0;3.0;2.0;2.0;1.0;4.0;4.0;1.0;2.0;1.0;3.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0
"322b11f38036e05818ad065d5c86c48f";2016;20192;8;1.0;2190;1.1967213114754098;1.1967213114754098;1.0;34.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0
"3245ba9404b0a11551f9390e3ffa1d65";2014;20142;2;0.25;750;0.4098360655737705;-0.4098360655737705;-1.0;11.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3256a09682933c9ab3ac138340d89e59";2015;20161;3;0.375;810;0.4426229508196721;-0.4426229508196721;-1.0;12.0;3.0;2.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"32581368e58ffcf14bec423a5bc49a52";2010;20121;5;0.625;1350;0.7377049180327869;-0.7377049180327869;-1.0;20.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
"3276c0535286e9e91008df9067df1c74";2015;20221;15;1.875;2970;1.6229508196721312;1.6229508196721312;1.0;47.0;1.0;3.0;3.0;5.0;1.0;2.0;0.0;1.0;1.0;2.0;4.0;3.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"32f2511bda1843e8951fd7f32f3d2a67";2022;20222;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1.0;9.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"331893fdbda9db865e56e3a4f194d7da";2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"341a9f324d3983da8098f18c88496d62";2021;20222;4;0.5;1170;0.639344262295082;-0.639344262295082;-1.0;18.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"34e6a197506006c56adc39e92068a9ab";2015;20191;9;1.125;2100;1.1475409836065573;1.1475409836065573;1.0;33.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
"3586825bf6610dd0235423a76a95263b";2012;20121;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"35fb395acce5771ecccffe3bb34444c8";2014;20141;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"36286375dbabeee5d580590d3b4089da";2009;20151;13;1.625;2880;1.5737704918032787;-1.5737704918032787;-1.0;46.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;6.0;1.0;1.0;9.0;1.0;1.0;1.0;0.0;1.0;3.0;1.0;1.0;0.0;2.0;2.0;1.0
"3642dee7271e0c5b718663f6623e2ce9";2017;20211;10;1.25;2160;1.180327868852459;-1.180327868852459;-1.0;34.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
"36435c37541d20265b3ed280e487fa64";2021;20211;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"367b27f3ac333007611ee504054ecab8";2019;20222;7;0.875;1260;0.6885245901639344;-0.6885245901639344;-1.0;20.0;1.0;1.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
